customer_id,item_id,date,quantity,selling_price,other_discount,coupon_discount
1501,26830,2012-01-02,1,35.26,-10.69,0
1501,54253,2012-01-02,1,53.43,-13.89,0
1501,31962,2012-01-02,1,106.5,-14.25,0
1501,33647,2012-01-02,1,67.32,0,0
1501,48199,2012-01-02,1,71.24,-28.14,0
1501,57397,2012-01-02,1,71.24,-28.14,0
857,12424,2012-01-02,1,106.5,-14.25,0
857,14930,2012-01-02,1,110.07,0,0
857,16657,2012-01-02,1,89.05,-35.26,0
67,10537,2012-01-02,3,32.06,0,0
67,19560,2012-01-02,2,106.86,-2.85,0
67,21653,2012-01-02,1,44.52,-12.11,0
67,32083,2012-01-02,1,8.9,0,0
751,10423,2012-01-02,1,81.57,0,0
751,10565,2012-01-02,1,71.24,-35.26,0
751,17035,2012-01-02,1,127.88,0,0
751,27801,2012-01-02,2,71.24,-27.78,0
751,30645,2012-01-02,1,127.88,0,0
751,30832,2012-01-02,1,213.36,-106.86,0
751,34047,2012-01-02,1,53.43,0,0
751,34139,2012-01-02,1,35.62,-10.33,0
751,45502,2012-01-02,1,82.99,-80.5,0
751,46101,2012-01-02,1,135,-14.25,0
751,51615,2012-01-02,1,142.12,-35.62,0
679,4408,2012-01-02,1,63.76,0,0
679,5454,2012-01-02,1,53.07,-17.81,0
679,5797,2012-01-02,1,99.38,-7.12,0
679,5865,2012-01-02,1,78.36,-15.67,0
679,7200,2012-01-02,1,63.76,0,0
679,9198,2012-01-02,1,152.81,0,0
679,9532,2012-01-02,1,131.08,0,0
679,9802,2012-01-02,1,95.82,-10.69,0
679,10046,2012-01-02,2,70.53,-14.25,0
679,12065,2012-01-02,1,89.05,-24.58,0
679,12456,2012-01-02,1,59.49,-11.4,0
679,12706,2012-01-02,1,106.5,-7.12,0
679,13174,2012-01-02,1,35.26,0,0
679,14609,2012-01-02,1,28.85,-2.85,0
679,15351,2012-01-02,1,42.39,-42.74,0
679,15882,2012-01-02,1,92.26,0,0
679,17045,2012-01-02,1,170.62,0,0
679,17234,2012-01-02,1,186.65,0,0
679,17562,2012-01-02,2,99.02,0,0
679,19522,2012-01-02,2,156.02,0,0
679,21598,2012-01-02,1,31.7,0,0
679,22274,2012-01-02,1,44.52,-47.73,0
679,24270,2012-01-02,1,35.26,0,0
679,25123,2012-01-02,1,67.32,0,0
679,25312,2012-01-02,1,88.69,0,0
679,26066,2012-01-02,1,186.65,0,0
679,27186,2012-01-02,1,45.24,0,0
679,28289,2012-01-02,1,24.22,-7.48,0
679,31235,2012-01-02,1,177.74,-35.62,0
679,31479,2012-01-02,1,41.32,-4.63,0
679,32635,2012-01-02,2,90.47,0,0
679,33073,2012-01-02,1,106.5,0,0
679,33515,2012-01-02,2,118.97,-58.42,0
679,34395,2012-01-02,1,127.88,-14.25,0
679,34465,2012-01-02,1,59.49,-11.4,0
679,35645,2012-01-02,1,135,0,0
679,36076,2012-01-02,1,97.6,-8.9,0
679,36568,2012-01-02,1,113.63,-28.5,0
679,45148,2012-01-02,2,165.99,-161,0
679,45502,2012-01-02,1,82.99,-80.5,0
679,53517,2012-01-02,1,163.5,0,0
679,55859,2012-01-02,1,35.26,0,0
679,57341,2012-01-02,1,248.98,0,0
679,58267,2012-01-02,1,302.41,0,0
135,4642,2012-01-02,1,44.52,-12.11,0
135,5566,2012-01-02,1,81.57,-24.93,0
135,9309,2012-01-02,3,53.43,0,0
135,9645,2012-01-02,1,59.49,-18.52,0
135,12433,2012-01-02,1,71.24,-31.7,0
135,12543,2012-01-02,1,95.82,0,0
135,13174,2012-01-02,1,35.26,0,0
135,14473,2012-01-02,1,142.12,-53.43,0
135,16679,2012-01-02,2,70.53,0,0
135,17488,2012-01-02,1,106.5,0,0
135,21653,2012-01-02,1,44.52,-12.11,0
135,23922,2012-01-02,1,747.66,0,0
135,26830,2012-01-02,1,35.26,-10.69,0
135,27435,2012-01-02,1,71.24,-49.51,0
135,33084,2012-01-02,1,35.26,0,0
135,47317,2012-01-02,1,71.24,-13.89,0
135,48427,2012-01-02,2,70.53,0,0
135,48995,2012-01-02,2,165.99,-118.26,0
135,53534,2012-01-02,1,163.5,0,0
135,54303,2012-01-02,1,82.99,-80.5,0
464,5525,2012-01-02,1,106.5,-35.62,-35.62
464,6497,2012-01-02,1,89.05,-35.26,0
464,6588,2012-01-02,1,19.59,0,0
464,7005,2012-01-02,2,70.53,-56.99,0
464,7364,2012-01-02,2,42.74,-6.41,0
464,8145,2012-01-02,1,39.18,-24.58,-14.25
464,8261,2012-01-02,1,22.08,-9.62,0
464,9790,2012-01-02,1,142.48,-42.39,0
464,10151,2012-01-02,1,70.88,-7.12,0
464,10763,2012-01-02,2,127.52,-14.25,0
464,10789,2012-01-02,1,99.38,-42.74,0
464,12795,2012-01-02,1,35.26,-7.12,0
464,14172,2012-01-02,1,35.26,-35.62,0
464,14849,2012-01-02,1,17.81,-17.45,0
464,15076,2012-01-02,2,70.53,-7.12,0
464,15581,2012-01-02,1,320.22,-188.79,0
464,16381,2012-01-02,1,48.8,-14.96,-35.62
464,16796,2012-01-02,1,48.8,-14.96,0
464,17771,2012-01-02,1,44.52,-15.67,0
464,17861,2012-01-02,3,75.51,-32.06,-26.71
464,18036,2012-01-02,1,35.62,-21.02,0
464,18291,2012-01-02,2,35.62,-34.91,0
464,18511,2012-01-02,1,17.81,-17.45,0
464,19539,2012-01-02,1,53.43,-35.26,0
464,19583,2012-01-02,2,124.67,-45.59,-35.62
464,20697,2012-01-02,1,92.26,-21.37,-35.62
464,20717,2012-01-02,2,28.5,-27.78,0
464,21008,2012-01-02,1,35.26,-17.81,0
464,22243,2012-01-02,2,118.97,-22.8,0
464,22619,2012-01-02,1,17.81,0,0
464,22930,2012-01-02,2,70.53,-56.99,0
464,22956,2012-01-02,1,248.98,-35.62,0
464,23417,2012-01-02,1,53.43,-10.33,0
464,24649,2012-01-02,1,35.26,-24.93,0
464,24651,2012-01-02,1,28.14,-3.56,0
464,25234,2012-01-02,1,89.05,-38.83,-35.62
464,25971,2012-01-02,1,14.25,-13.89,0
464,26125,2012-01-02,1,44.52,-19.23,0
464,26184,2012-01-02,2,26.36,-22.8,0
464,26787,2012-01-02,1,71.24,-10.33,0
464,26830,2012-01-02,1,35.26,-10.69,0
464,28739,2012-01-02,2,134.64,0,-35.62
464,29667,2012-01-02,1,99.38,-42.74,0
464,30275,2012-01-02,1,67.32,0,0
464,30518,2012-01-02,2,70.53,-21.37,0
464,30979,2012-01-02,4,178.1,-34.2,0
464,31215,2012-01-02,1,71.24,-45.95,0
464,31267,2012-01-02,1,44.52,-19.23,0
464,32240,2012-01-02,1,17.81,-17.45,0
464,33284,2012-01-02,1,89.05,-35.26,0
464,33761,2012-01-02,1,355.84,-24.93,0
464,34783,2012-01-02,2,49.16,0,0
464,36459,2012-01-02,1,114.34,-56.28,0
464,36464,2012-01-02,1,42.39,-7.12,0
464,37035,2012-01-02,2,49.16,-14.25,0
464,45277,2012-01-02,1,71.24,-53.07,-35.62
464,46639,2012-01-02,1,177.74,-53.43,0
464,49216,2012-01-02,2,42.39,-42.39,0
464,49399,2012-01-02,1,106.5,-42.74,0
464,51951,2012-01-02,1,120.75,-14.25,0
464,51977,2012-01-02,1,160.29,-17.45,0
464,52051,2012-01-02,1,35.62,-13.89,0
464,52079,2012-01-02,1,35.62,-13.89,0
464,52419,2012-01-02,2,38.83,0,-21.02
464,56035,2012-01-02,1,71.24,-45.95,0
464,56511,2012-01-02,1,73.02,-17.45,-19.59
464,58181,2012-01-02,2,34.2,0,0
464,58374,2012-01-02,1,35.26,0,0
1457,8583,2012-01-03,2,336.25,0,0
1457,10050,2012-01-03,1,59.49,-36.33,0
1457,11078,2012-01-03,1,70.88,-21.37,0
1457,16628,2012-01-03,1,1045.09,0,0
1457,18291,2012-01-03,1,17.81,-17.45,0
1457,18854,2012-01-03,1,42.39,-7.12,0
1457,26047,2012-01-03,1,14.25,-13.89,0
1457,26170,2012-01-03,1,27.43,-18.52,0
1457,26747,2012-01-03,1,70.88,-14.25,0
1457,27564,2012-01-03,2,54.5,-35.62,-19.59
1457,27921,2012-01-03,1,42.39,0,0
1457,28939,2012-01-03,1,74.45,-3.56,0
1457,31062,2012-01-03,1,38.83,0,0
1457,31176,2012-01-03,1,106.5,-35.62,0
1457,33013,2012-01-03,1,131.44,0,0
1457,33608,2012-01-03,1,82.99,0,0
1457,34307,2012-01-03,2,49.16,-7.12,0
1457,34991,2012-01-03,1,113.63,0,0
1457,52350,2012-01-03,1,89.05,-81.57,0
1191,5132,2012-01-02,1,35.26,-17.81,0
1191,8156,2012-01-02,1,127.88,0,0
1191,14619,2012-01-02,2,74.8,0,0
1191,14826,2012-01-02,2,142.48,-34.91,0
1191,15125,2012-01-02,1,88.69,0,0
1191,16183,2012-01-02,1,177.74,-56.99,0
1191,20273,2012-01-02,2,163.14,-49.87,0
1191,21215,2012-01-02,5,71.24,-33.84,0
1191,23978,2012-01-02,1,44.52,-4.99,0
1191,24344,2012-01-02,1,70.88,-7.12,0
1191,26036,2012-01-02,1,89.05,-24.58,0
1191,29920,2012-01-02,2,213.01,0,0
1191,30926,2012-01-02,1,71.24,-10.33,0
1191,33194,2012-01-02,1,92.26,-7.12,0
1191,33647,2012-01-02,1,67.32,0,0
1191,47133,2012-01-02,1,70.88,0,0
1191,47833,2012-01-02,1,70.88,-17.81,0
1191,48629,2012-01-02,2,49.16,0,0
1191,49578,2012-01-02,1,248.98,-106.86,0
1191,52722,2012-01-02,1,106.5,0,0
1191,52941,2012-01-02,1,142.12,-7.12,0
1191,9649,2012-01-03,1,63.76,0,0
1191,10367,2012-01-03,1,21.02,0,0
1191,29262,2012-01-03,1,142.12,-32.06,0
1191,30758,2012-01-03,1,42.39,0,0
1191,32171,2012-01-03,1,70.88,0,0
171,5226,2012-01-03,2,426.73,0,0
171,9229,2012-01-03,2,88.69,-88.69,0
171,16693,2012-01-03,2,152.45,0,0
171,17047,2012-01-03,1,106.5,0,0
171,21294,2012-01-03,1,195.55,-17.81,0
171,29650,2012-01-03,1,85.13,0,0
171,33960,2012-01-03,1,124.31,0,0
171,45983,2012-01-03,1,284.6,0,0
171,46690,2012-01-03,1,783.28,0,0
171,50749,2012-01-03,1,59.49,-11.4,0
171,51974,2012-01-03,1,95.82,-10.69,0
171,56015,2012-01-03,1,85.13,-10.69,0
464,4967,2012-01-03,1,35.26,0,0
464,13102,2012-01-03,1,53.43,-17.45,0
464,15363,2012-01-03,1,78.01,0,0
464,19310,2012-01-03,1,17.81,0,0
464,21657,2012-01-03,1,142.12,0,0
464,22755,2012-01-03,1,53.43,0,0
464,22939,2012-01-03,4,212.3,0,0
464,26605,2012-01-03,1,53.43,-17.45,0
464,30680,2012-01-03,1,89.05,0,0
464,32465,2012-01-03,1,53.43,0,0
464,33033,2012-01-03,1,199.12,0,0
464,33105,2012-01-03,1,118.97,-23.15,0
464,34896,2012-01-03,1,92.26,0,0
464,36049,2012-01-03,1,53.43,0,0
464,45830,2012-01-03,1,45.95,0,0
464,46092,2012-01-03,1,38.83,0,0
464,47121,2012-01-03,1,67.32,0,0
464,58608,2012-01-03,1,70.88,0,0
1014,6958,2012-01-04,1,47.73,-8.9,0
1014,5274,2012-01-04,2,142.48,-141.77,0
1014,5417,2012-01-04,1,291.73,0,0
1014,5985,2012-01-04,3,105.79,0,0
1014,15928,2012-01-04,1,291.73,0,0
1014,16207,2012-01-04,2,178.1,-106.15,0
1014,20294,2012-01-04,1,211.94,0,0
1014,21789,2012-01-04,1,8.9,0,0
1014,29230,2012-01-04,1,71.24,-31.7,0
1014,29378,2012-01-04,1,89.05,-17.45,0
1014,32991,2012-01-04,1,59.49,-11.4,0
1014,33997,2012-01-04,1,89.05,-17.45,0
1014,34479,2012-01-04,1,71.24,-31.7,0
1014,36099,2012-01-04,2,142.48,-42.03,0
1014,50409,2012-01-04,1,45.95,0,0
